Gene_ID,Gene_Symbol,Chromosome,Gene_Type,Gene_RefSeq_Status,RNA_RefSeq_Status,Gene_Length_bp
4285,MIPEP,13,protein-coding,REVIEWED,REVIEWED,159260
145282,MIPOL1,14,protein-coding,REVIEWED,REVIEWED,381320
128826,MIR1-1HG,20,protein-coding,VALIDATED,VALIDATED,20312
79003,MIS12,17,protein-coding,VALIDATED,VALIDATED,4441
54069,MIS18A,21,protein-coding,VALIDATED,VALIDATED,129273
55320,MIS18BP1,14,protein-coding,VALIDATED,VALIDATED,54001
126353,MISP,19,protein-coding,REVIEWED,REVIEWED,15907
113230,MISP3,19,protein-coding,VALIDATED,VALIDATED,2054
129531,MITD1,2,protein-coding,REVIEWED,REVIEWED,19635
4286,MITF,3,protein-coding,REVIEWED,REVIEWED,228903
83881,MIXL1,1,protein-coding,VALIDATED,VALIDATED,3438
4288,MKI67,10,protein-coding,REVIEWED,REVIEWED,29747
8195,MKKS,20,protein-coding,REVIEWED,REVIEWED,29460
4289,MKLN1,7,protein-coding,VALIDATED,VALIDATED,386544
8569,MKNK1,1,protein-coding,REVIEWED,REVIEWED,46905
2872,MKNK2,19,protein-coding,REVIEWED,REVIEWED,13808
23608,MKRN1,7,protein-coding,REVIEWED,REVIEWED,26530
23609,MKRN2,3,protein-coding,REVIEWED,REVIEWED,26700
100129480,MKRN2OS,3,protein-coding,VALIDATED,VALIDATED,22097
7681,MKRN3,15,protein-coding,REVIEWED,REVIEWED,2714
54903,MKS1,17,protein-coding,REVIEWED,REVIEWED,14170
283078,MKX,10,protein-coding,REVIEWED,REVIEWED,72976
2315,MLANA,9,protein-coding,VALIDATED,VALIDATED,18914
23209,MLC1,22,protein-coding,REVIEWED,REVIEWED,26539
9761,MLEC,12,protein-coding,REVIEWED,REVIEWED,14741
4291,MLF1,3,protein-coding,REVIEWED,REVIEWED,35298
8079,MLF2,12,protein-coding,VALIDATED,VALIDATED,5479
4292,MLH1,3,protein-coding,REVIEWED,REVIEWED,57497
27030,MLH3,14,protein-coding,REVIEWED,REVIEWED,37769
90523,MLIP,6,protein-coding,VALIDATED,VALIDATED,247410
197259,MLKL,16,protein-coding,REVIEWED,REVIEWED,29294
4298,MLLT1,19,protein-coding,VALIDATED,VALIDATED,69568
8028,MLLT10,10,protein-coding,REVIEWED,REVIEWED,219015
10962,MLLT11,1,protein-coding,REVIEWED,REVIEWED,8823
4300,MLLT3,9,protein-coding,VALIDATED,VALIDATED,280879
4302,MLLT6,17,protein-coding,VALIDATED,VALIDATED,24184
4295,MLN,6,protein-coding,REVIEWED,REVIEWED,9345
2862,MLNR,13,protein-coding,REVIEWED,REVIEWED,2040
79083,MLPH,2,protein-coding,REVIEWED,REVIEWED,68909
64223,MLST8,16,protein-coding,VALIDATED,VALIDATED,4827
6945,MLX,17,protein-coding,REVIEWED,REVIEWED,6144
22877,MLXIP,12,protein-coding,REVIEWED,REVIEWED,68620
51085,MLXIPL,7,protein-coding,REVIEWED,REVIEWED,31350
23417,MLYCD,16,protein-coding,REVIEWED,REVIEWED,17058
166785,MMAA,4,protein-coding,REVIEWED,REVIEWED,40648
326625,MMAB,12,protein-coding,REVIEWED,REVIEWED,19866
25974,MMACHC,1,protein-coding,REVIEWED,REVIEWED,11083
27249,MMADHC,2,protein-coding,REVIEWED,REVIEWED,18184
23531,MMD,17,protein-coding,REVIEWED,REVIEWED,29368
221938,MMD2,7,protein-coding,REVIEWED,REVIEWED,66969
4311,MME,3,protein-coding,REVIEWED,REVIEWED,159606
79258,MMEL1,1,protein-coding,REVIEWED,REVIEWED,42404
93380,MMGT1,X,protein-coding,VALIDATED,VALIDATED,13476
4312,MMP1,11,protein-coding,REVIEWED,REVIEWED,8326
4319,MMP10,11,protein-coding,REVIEWED,REVIEWED,10127
4320,MMP11,22,protein-coding,REVIEWED,REVIEWED,11498
4321,MMP12,11,protein-coding,REVIEWED,REVIEWED,12306
4322,MMP13,11,protein-coding,REVIEWED,REVIEWED,12743
4323,MMP14,14,protein-coding,REVIEWED,REVIEWED,11068
4324,MMP15,16,protein-coding,REVIEWED,REVIEWED,21336
4325,MMP16,8,protein-coding,REVIEWED,REVIEWED,295480
4326,MMP17,12,protein-coding,REVIEWED,REVIEWED,23379
4327,MMP19,12,protein-coding,REVIEWED,REVIEWED,7554
4313,MMP2,16,protein-coding,REVIEWED,REVIEWED,27862
9313,MMP20,11,protein-coding,REVIEWED,REVIEWED,48498
118856,MMP21,10,protein-coding,REVIEWED,REVIEWED,9369
8510,MMP23B,1,protein-coding,REVIEWED,REVIEWED,3958
10893,MMP24,20,protein-coding,REVIEWED,REVIEWED,50266
111089941,MMP24-AS1-EDEM2,20,protein-coding,VALIDATED,VALIDATED,162822
101410538,MMP24OS,20,protein-coding,VALIDATED,VALIDATED,1846
64386,MMP25,16,protein-coding,REVIEWED,REVIEWED,14767
56547,MMP26,11,protein-coding,REVIEWED,REVIEWED,4239
64066,MMP27,11,protein-coding,REVIEWED,REVIEWED,14843
79148,MMP28,17,protein-coding,REVIEWED,REVIEWED,39459
4314,MMP3,11,protein-coding,REVIEWED,REVIEWED,7893
4316,MMP7,11,protein-coding,REVIEWED,REVIEWED,10246
4317,MMP8,11,protein-coding,REVIEWED,REVIEWED,13173
4318,MMP9,20,protein-coding,REVIEWED,REVIEWED,7654
22915,MMRN1,4,protein-coding,REVIEWED,REVIEWED,75091
79812,MMRN2,10,protein-coding,REVIEWED,REVIEWED,34941
64210,MMS19,10,protein-coding,VALIDATED,VALIDATED,40471
253714,MMS22L,6,protein-coding,REVIEWED,REVIEWED,141277
4594,MMUT,6,protein-coding,REVIEWED,REVIEWED,32969
4330,MN1,22,protein-coding,REVIEWED,REVIEWED,53222
4331,MNAT1,14,protein-coding,REVIEWED,REVIEWED,235147
84057,MND1,4,protein-coding,VALIDATED,VALIDATED,70449
4332,MNDA,1,protein-coding,REVIEWED,REVIEWED,18202
55329,MNS1,15,protein-coding,REVIEWED,REVIEWED,36407
4335,MNT,17,protein-coding,REVIEWED,REVIEWED,16905
3110,MNX1,7,protein-coding,REVIEWED,REVIEWED,5801
64112,MOAP1,14,protein-coding,REVIEWED,REVIEWED,2709
55233,MOB1A,2,protein-coding,REVIEWED,REVIEWED,26370
92597,MOB1B,4,protein-coding,REVIEWED,REVIEWED,86205
81532,MOB2,11,protein-coding,VALIDATED,VALIDATED,17332
126308,MOB3A,19,protein-coding,VALIDATED,VALIDATED,25629
79817,MOB3B,9,protein-coding,REVIEWED,REVIEWED,204644
148932,MOB3C,1,protein-coding,REVIEWED,REVIEWED,9177
25843,MOB4,2,protein-coding,REVIEWED,REVIEWED,38129
4336,MOBP,3,protein-coding,VALIDATED,VALIDATED,61925
55034,MOCOS,18,protein-coding,REVIEWED,REVIEWED,81513
4337,MOCS1,6,protein-coding,REVIEWED,REVIEWED,30294
4338,MOCS2,5,protein-coding,REVIEWED,REVIEWED,14094
27304,MOCS3,20,protein-coding,REVIEWED,REVIEWED,3050
4340,MOG,6,protein-coding,REVIEWED,REVIEWED,15392
116255,MOGAT1,2,protein-coding,VALIDATED,VALIDATED,38193
80168,MOGAT2,11,protein-coding,REVIEWED,REVIEWED,15140
346606,MOGAT3,7,protein-coding,VALIDATED,VALIDATED,8246
7841,MOGS,2,protein-coding,REVIEWED,REVIEWED,4354
5891,MOK,14,protein-coding,REVIEWED,REVIEWED,80751
84315,MON1A,3,protein-coding,VALIDATED,VALIDATED,21144
22879,MON1B,16,protein-coding,VALIDATED,VALIDATED,8728
23041,MON2,12,protein-coding,VALIDATED,VALIDATED,132140
27136,MORC1,3,protein-coding,REVIEWED,REVIEWED,159908
22880,MORC2,22,protein-coding,REVIEWED,REVIEWED,43158
23515,MORC3,21,protein-coding,REVIEWED,REVIEWED,56458
79710,MORC4,X,protein-coding,REVIEWED,REVIEWED,59945
10933,MORF4L1,15,protein-coding,VALIDATED,VALIDATED,24959
9643,MORF4L2,X,protein-coding,VALIDATED,VALIDATED,12661
79906,MORN1,1,protein-coding,VALIDATED,VALIDATED,72550
729967,MORN2,2,protein-coding,VALIDATED,VALIDATED,6748
283385,MORN3,12,protein-coding,VALIDATED,VALIDATED,21543
118812,MORN4,10,protein-coding,VALIDATED,VALIDATED,19604
254956,MORN5,9,protein-coding,VALIDATED,VALIDATED,40428
4342,MOS,8,protein-coding,VALIDATED,VALIDATED,1041
730094,MOSMO,16,protein-coding,VALIDATED,VALIDATED,76520
56180,MOSPD1,X,protein-coding,VALIDATED,VALIDATED,27719
158747,MOSPD2,X,protein-coding,VALIDATED,VALIDATED,48762
64598,MOSPD3,7,protein-coding,REVIEWED,REVIEWED,3279
4343,MOV10,1,protein-coding,VALIDATED,VALIDATED,28066
54456,MOV10L1,22,protein-coding,REVIEWED,REVIEWED,71700
26002,MOXD1,6,protein-coding,VALIDATED,VALIDATED,105480
51660,MPC1,6,protein-coding,REVIEWED,REVIEWED,18095
347411,MPC1L,X,protein-coding,VALIDATED,VALIDATED,574
25874,MPC2,1,protein-coding,VALIDATED,VALIDATED,20395
9526,MPDU1,17,protein-coding,REVIEWED,REVIEWED,4566
8777,MPDZ,9,protein-coding,REVIEWED,REVIEWED,174418
219972,MPEG1,11,protein-coding,VALIDATED,VALIDATED,4512
4350,MPG,16,protein-coding,VALIDATED,VALIDATED,8833
10199,MPHOSPH10,2,protein-coding,REVIEWED,REVIEWED,19789
10200,MPHOSPH6,16,protein-coding,VALIDATED,VALIDATED,22063
54737,MPHOSPH8,13,protein-coding,VALIDATED,VALIDATED,39812
10198,MPHOSPH9,12,protein-coding,VALIDATED,VALIDATED,91691
4351,MPI,15,protein-coding,REVIEWED,REVIEWED,9453
80739,MPIG6B,6,protein-coding,REVIEWED,REVIEWED,6154
4352,MPL,1,protein-coding,REVIEWED,REVIEWED,17590
136647,MPLKIP,7,protein-coding,REVIEWED,REVIEWED,1910
84954,MPND,19,protein-coding,VALIDATED,VALIDATED,16560
4353,MPO,17,protein-coding,REVIEWED,REVIEWED,11080
4354,MPP1,X,protein-coding,REVIEWED,REVIEWED,26844
4355,MPP2,17,protein-coding,VALIDATED,VALIDATED,34355
4356,MPP3,17,protein-coding,REVIEWED,REVIEWED,32396
58538,MPP4,2,protein-coding,REVIEWED,REVIEWED,55390
64398,MPP5,14,protein-coding,VALIDATED,VALIDATED,94767
51678,MPP6,7,protein-coding,VALIDATED,VALIDATED,120741
143098,MPP7,10,protein-coding,REVIEWED,REVIEWED,252074
65258,MPPE1,18,protein-coding,VALIDATED,VALIDATED,25327
758,MPPED1,22,protein-coding,VALIDATED,VALIDATED,95835
744,MPPED2,11,protein-coding,REVIEWED,REVIEWED,202503
23164,MPRIP,17,protein-coding,VALIDATED,VALIDATED,150211
4357,MPST,22,protein-coding,REVIEWED,REVIEWED,10181
4358,MPV17,2,protein-coding,REVIEWED,REVIEWED,13611
255027,MPV17L,16,protein-coding,VALIDATED,VALIDATED,14118
84769,MPV17L2,19,protein-coding,VALIDATED,VALIDATED,3513
4359,MPZ,1,protein-coding,REVIEWED,REVIEWED,6379
9019,MPZL1,1,protein-coding,VALIDATED,VALIDATED,69970
10205,MPZL2,11,protein-coding,REVIEWED,REVIEWED,11121
196264,MPZL3,11,protein-coding,VALIDATED,VALIDATED,25679
3140,MR1,1,protein-coding,REVIEWED,REVIEWED,28547
56246,MRAP,21,protein-coding,REVIEWED,REVIEWED,22972
112609,MRAP2,6,protein-coding,REVIEWED,REVIEWED,113658
22808,MRAS,3,protein-coding,REVIEWED,REVIEWED,57888
4360,MRC1,10,protein-coding,REVIEWED,REVIEWED,101820
9902,MRC2,17,protein-coding,REVIEWED,REVIEWED,66201
4361,MRE11,11,protein-coding,REVIEWED,REVIEWED,97132
55686,MREG,2,protein-coding,VALIDATED,VALIDATED,74527
93621,MRFAP1,4,protein-coding,REVIEWED,REVIEWED,2655
114932,MRFAP1L1,4,protein-coding,VALIDATED,VALIDATED,2179
55257,MRGBP,20,protein-coding,VALIDATED,VALIDATED,5334
116512,MRGPRD,11,protein-coding,VALIDATED,VALIDATED,966
116534,MRGPRE,11,protein-coding,VALIDATED,VALIDATED,4734
116535,MRGPRF,11,protein-coding,VALIDATED,VALIDATED,9297
386746,MRGPRG,11,protein-coding,VALIDATED,VALIDATED,870
259249,MRGPRX1,11,protein-coding,VALIDATED,VALIDATED,1190
117194,MRGPRX2,11,protein-coding,VALIDATED,VALIDATED,6227
117195,MRGPRX3,11,protein-coding,REVIEWED,REVIEWED,17526
117196,MRGPRX4,11,protein-coding,VALIDATED,VALIDATED,1444
84245,MRI1,19,protein-coding,REVIEWED,REVIEWED,9791
100507027,MRLN,10,protein-coding,REVIEWED,REVIEWED,16456
79922,MRM1,17,protein-coding,VALIDATED,VALIDATED,33116
29960,MRM2,7,protein-coding,REVIEWED,REVIEWED,7908
55178,MRM3,17,protein-coding,REVIEWED,REVIEWED,10181
51149,MRNIP,5,protein-coding,VALIDATED,VALIDATED,21575
83876,MRO,18,protein-coding,REVIEWED,REVIEWED,30294
727957,MROH1,8,protein-coding,VALIDATED,VALIDATED,113925
133558,MROH2B,5,protein-coding,VALIDATED,VALIDATED,73323
389690,MROH5,8,protein-coding,VALIDATED,VALIDATED,73402
642475,MROH6,8,protein-coding,VALIDATED,VALIDATED,6570
374977,MROH7,1,protein-coding,VALIDATED,VALIDATED,68528
140699,MROH8,20,protein-coding,REVIEWED,REVIEWED,78363
80133,MROH9,1,protein-coding,VALIDATED,VALIDATED,130871
65008,MRPL1,4,protein-coding,REVIEWED,REVIEWED,90140
124995,MRPL10,17,protein-coding,REVIEWED,REVIEWED,8270
65003,MRPL11,11,protein-coding,REVIEWED,REVIEWED,3786
6182,MRPL12,17,protein-coding,REVIEWED,REVIEWED,4157
28998,MRPL13,8,protein-coding,REVIEWED,REVIEWED,49564
64928,MRPL14,6,protein-coding,REVIEWED,REVIEWED,14038
29088,MRPL15,8,protein-coding,REVIEWED,REVIEWED,13294
54948,MRPL16,11,protein-coding,REVIEWED,REVIEWED,4738
63875,MRPL17,11,protein-coding,REVIEWED,REVIEWED,3017
29074,MRPL18,6,protein-coding,REVIEWED,REVIEWED,8618
9801,MRPL19,2,protein-coding,REVIEWED,REVIEWED,15426
51069,MRPL2,6,protein-coding,REVIEWED,REVIEWED,6152
55052,MRPL20,1,protein-coding,REVIEWED,REVIEWED,5418
219927,MRPL21,11,protein-coding,REVIEWED,REVIEWED,12560
29093,MRPL22,5,protein-coding,REVIEWED,REVIEWED,28339
6150,MRPL23,11,protein-coding,REVIEWED,REVIEWED,65905
79590,MRPL24,1,protein-coding,REVIEWED,REVIEWED,3966
51264,MRPL27,17,protein-coding,REVIEWED,REVIEWED,5335
10573,MRPL28,16,protein-coding,REVIEWED,REVIEWED,3186
11222,MRPL3,3,protein-coding,REVIEWED,REVIEWED,40816
51263,MRPL30,2,protein-coding,REVIEWED,REVIEWED,18479
64983,MRPL32,7,protein-coding,REVIEWED,REVIEWED,5518
9553,MRPL33,2,protein-coding,REVIEWED,REVIEWED,8025
64981,MRPL34,19,protein-coding,REVIEWED,REVIEWED,4037
51318,MRPL35,2,protein-coding,REVIEWED,REVIEWED,14366
64979,MRPL36,5,protein-coding,REVIEWED,REVIEWED,3048
51253,MRPL37,1,protein-coding,REVIEWED,REVIEWED,25323
64978,MRPL38,17,protein-coding,REVIEWED,REVIEWED,6458
54148,MRPL39,21,protein-coding,REVIEWED,REVIEWED,22203
51073,MRPL4,19,protein-coding,REVIEWED,REVIEWED,8099
64976,MRPL40,22,protein-coding,REVIEWED,REVIEWED,4177
64975,MRPL41,9,protein-coding,REVIEWED,REVIEWED,699
28977,MRPL42,12,protein-coding,REVIEWED,REVIEWED,36283
84545,MRPL43,10,protein-coding,REVIEWED,REVIEWED,9700
65080,MRPL44,2,protein-coding,REVIEWED,REVIEWED,16869
84311,MRPL45,17,protein-coding,REVIEWED,REVIEWED,26196
26589,MRPL46,15,protein-coding,REVIEWED,REVIEWED,7925
57129,MRPL47,3,protein-coding,REVIEWED,REVIEWED,16182
51642,MRPL48,11,protein-coding,REVIEWED,REVIEWED,76740
740,MRPL49,11,protein-coding,REVIEWED,REVIEWED,5187
54534,MRPL50,9,protein-coding,REVIEWED,REVIEWED,8671
51258,MRPL51,12,protein-coding,REVIEWED,REVIEWED,1156
122704,MRPL52,14,protein-coding,REVIEWED,REVIEWED,5176
116540,MRPL53,2,protein-coding,REVIEWED,REVIEWED,858
116541,MRPL54,19,protein-coding,REVIEWED,REVIEWED,4899
128308,MRPL55,1,protein-coding,REVIEWED,REVIEWED,5068
78988,MRPL57,13,protein-coding,REVIEWED,REVIEWED,2852
3396,MRPL58,17,protein-coding,REVIEWED,REVIEWED,8598
65005,MRPL9,1,protein-coding,REVIEWED,REVIEWED,4274
55173,MRPS10,6,protein-coding,REVIEWED,REVIEWED,11095
64963,MRPS11,15,protein-coding,REVIEWED,REVIEWED,13315
6183,MRPS12,19,protein-coding,REVIEWED,REVIEWED,2313
63931,MRPS14,1,protein-coding,REVIEWED,REVIEWED,10498
64960,MRPS15,1,protein-coding,REVIEWED,REVIEWED,8679
51021,MRPS16,10,protein-coding,REVIEWED,REVIEWED,3851
51373,MRPS17,7,protein-coding,REVIEWED,REVIEWED,3424
55168,MRPS18A,6,protein-coding,REVIEWED,REVIEWED,16616
28973,MRPS18B,6,protein-coding,REVIEWED,REVIEWED,9078
51023,MRPS18C,4,protein-coding,REVIEWED,REVIEWED,5792
51116,MRPS2,9,protein-coding,REVIEWED,REVIEWED,4685
54460,MRPS21,1,protein-coding,REVIEWED,REVIEWED,15138
56945,MRPS22,3,protein-coding,REVIEWED,REVIEWED,13116
51649,MRPS23,17,protein-coding,REVIEWED,REVIEWED,11147
64951,MRPS24,7,protein-coding,VALIDATED,VALIDATED,2989
64432,MRPS25,3,protein-coding,REVIEWED,REVIEWED,23087
64949,MRPS26,20,protein-coding,REVIEWED,REVIEWED,2222
23107,MRPS27,5,protein-coding,REVIEWED,REVIEWED,100849
28957,MRPS28,8,protein-coding,REVIEWED,REVIEWED,111412
10884,MRPS30,5,protein-coding,REVIEWED,REVIEWED,6590
10240,MRPS31,13,protein-coding,REVIEWED,REVIEWED,41916
51650,MRPS33,7,protein-coding,REVIEWED,REVIEWED,8821
65993,MRPS34,16,protein-coding,REVIEWED,REVIEWED,1263
60488,MRPS35,12,protein-coding,REVIEWED,REVIEWED,45532
92259,MRPS36,5,protein-coding,VALIDATED,VALIDATED,12413
64969,MRPS5,2,protein-coding,REVIEWED,REVIEWED,36637
64968,MRPS6,21,protein-coding,REVIEWED,REVIEWED,69512
51081,MRPS7,17,protein-coding,REVIEWED,REVIEWED,4709
64965,MRPS9,2,protein-coding,REVIEWED,REVIEWED,62492
92399,MRRF,9,protein-coding,REVIEWED,REVIEWED,60713
57380,MRS2,6,protein-coding,VALIDATED,VALIDATED,23287
57591,MRTFA,22,protein-coding,REVIEWED,REVIEWED,226582
57496,MRTFB,16,protein-coding,VALIDATED,VALIDATED,195708
51154,MRTO4,1,protein-coding,REVIEWED,REVIEWED,8548
10335,MRVI1,11,protein-coding,REVIEWED,REVIEWED,120898
931,MS4A1,11,protein-coding,REVIEWED,REVIEWED,14944
341116,MS4A10,11,protein-coding,VALIDATED,VALIDATED,15974
54860,MS4A12,11,protein-coding,REVIEWED,REVIEWED,14688
503497,MS4A13,11,protein-coding,VALIDATED,VALIDATED,28043
84689,MS4A14,11,protein-coding,VALIDATED,VALIDATED,21743
219995,MS4A15,11,protein-coding,VALIDATED,VALIDATED,19867
728588,MS4A18,11,protein-coding,VALIDATED,VALIDATED,21305
2206,MS4A2,11,protein-coding,REVIEWED,REVIEWED,10207
932,MS4A3,11,protein-coding,REVIEWED,REVIEWED,14489
51338,MS4A4A,11,protein-coding,REVIEWED,REVIEWED,28432
643680,MS4A4E,11,protein-coding,VALIDATED,VALIDATED,41872
64232,MS4A5,11,protein-coding,REVIEWED,REVIEWED,18204
64231,MS4A6A,11,protein-coding,REVIEWED,REVIEWED,13060
245802,MS4A6E,11,protein-coding,REVIEWED,REVIEWED,6087
58475,MS4A7,11,protein-coding,REVIEWED,REVIEWED,17470
83661,MS4A8,11,protein-coding,REVIEWED,REVIEWED,16238
345222,MSANTD1,4,protein-coding,VALIDATED,VALIDATED,15018
79684,MSANTD2,11,protein-coding,VALIDATED,VALIDATED,34481
91283,MSANTD3,9,protein-coding,VALIDATED,VALIDATED,24522
100526694,MSANTD3-TMEFF1,9,protein-coding,VALIDATED,VALIDATED,135731
84437,MSANTD4,11,protein-coding,VALIDATED,VALIDATED,14368
9242,MSC,8,protein-coding,REVIEWED,REVIEWED,2955
343930,MSGN1,2,protein-coding,VALIDATED,VALIDATED,1289
4436,MSH2,2,protein-coding,REVIEWED,REVIEWED,231435
4437,MSH3,5,protein-coding,REVIEWED,REVIEWED,222168
4438,MSH4,1,protein-coding,REVIEWED,REVIEWED,116368
4439,MSH5,6,protein-coding,REVIEWED,REVIEWED,22731
2956,MSH6,2,protein-coding,REVIEWED,REVIEWED,23873
4440,MSI1,12,protein-coding,REVIEWED,REVIEWED,29519
124540,MSI2,17,protein-coding,REVIEWED,REVIEWED,428839
339287,MSL1,17,protein-coding,VALIDATED,VALIDATED,15382
55167,MSL2,3,protein-coding,VALIDATED,VALIDATED,48383
10943,MSL3,X,protein-coding,REVIEWED,REVIEWED,17595
10232,MSLN,16,protein-coding,REVIEWED,REVIEWED,8101
4477,MSMB,10,protein-coding,REVIEWED,REVIEWED,12965
6307,MSMO1,4,protein-coding,REVIEWED,REVIEWED,15499
692094,MSMP,9,protein-coding,REVIEWED,REVIEWED,1288
4478,MSN,X,protein-coding,REVIEWED,REVIEWED,153550
4481,MSR1,8,protein-coding,REVIEWED,REVIEWED,84914
4482,MSRA,8,protein-coding,REVIEWED,REVIEWED,374668
51734,MSRB1,16,protein-coding,REVIEWED,REVIEWED,5098
22921,MSRB2,10,protein-coding,VALIDATED,VALIDATED,26516
253827,MSRB3,12,protein-coding,REVIEWED,REVIEWED,188315
118490,MSS51,10,protein-coding,VALIDATED,VALIDATED,9983
4485,MST1,3,protein-coding,REVIEWED,REVIEWED,5577
11223,MST1L,1,protein-coding,VALIDATED,VALIDATED,9847
4486,MST1R,3,protein-coding,REVIEWED,REVIEWED,17167
2660,MSTN,2,protein-coding,REVIEWED,REVIEWED,7030
55154,MSTO1,1,protein-coding,VALIDATED,VALIDATED,4798
4487,MSX1,4,protein-coding,REVIEWED,REVIEWED,4272
4488,MSX2,5,protein-coding,REVIEWED,REVIEWED,6404
4489,MT1A,16,protein-coding,REVIEWED,REVIEWED,1422
4490,MT1B,16,protein-coding,REVIEWED,REVIEWED,1306
4493,MT1E,16,protein-coding,VALIDATED,VALIDATED,1440
4494,MT1F,16,protein-coding,VALIDATED,VALIDATED,1361
4495,MT1G,16,protein-coding,VALIDATED,VALIDATED,1331
4496,MT1H,16,protein-coding,VALIDATED,VALIDATED,1316
645745,MT1HL1,1,protein-coding,VALIDATED,VALIDATED,316
4499,MT1M,16,protein-coding,REVIEWED,REVIEWED,1365
4501,MT1X,16,protein-coding,VALIDATED,VALIDATED,1727
4502,MT2A,16,protein-coding,REVIEWED,REVIEWED,965
4504,MT3,16,protein-coding,REVIEWED,REVIEWED,1752
84560,MT4,16,protein-coding,VALIDATED,VALIDATED,3909
9112,MTA1,14,protein-coding,REVIEWED,REVIEWED,50881
9219,MTA2,11,protein-coding,REVIEWED,REVIEWED,8638
57504,MTA3,2,protein-coding,VALIDATED,VALIDATED,307550
4507,MTAP,9,protein-coding,REVIEWED,REVIEWED,63336
27085,MTBP,8,protein-coding,REVIEWED,REVIEWED,78238
23787,MTCH1,6,protein-coding,REVIEWED,REVIEWED,19037
23788,MTCH2,11,protein-coding,REVIEWED,REVIEWED,38346
23255,MTCL1,18,protein-coding,VALIDATED,VALIDATED,126725
4515,MTCP1,X,protein-coding,REVIEWED,REVIEWED,7239
92140,MTDH,8,protein-coding,VALIDATED,VALIDATED,86289
7978,MTERF1,7,protein-coding,VALIDATED,VALIDATED,7858
80298,MTERF2,12,protein-coding,VALIDATED,VALIDATED,14311
51001,MTERF3,8,protein-coding,VALIDATED,VALIDATED,22216
130916,MTERF4,2,protein-coding,VALIDATED,VALIDATED,27939
4520,MTF1,1,protein-coding,REVIEWED,REVIEWED,50054
22823,MTF2,1,protein-coding,VALIDATED,VALIDATED,59863
123263,MTFMT,15,protein-coding,REVIEWED,REVIEWED,28128
51537,MTFP1,22,protein-coding,VALIDATED,VALIDATED,3432
9650,MTFR1,8,protein-coding,REVIEWED,REVIEWED,127380
56181,MTFR1L,1,protein-coding,VALIDATED,VALIDATED,13037
113115,MTFR2,6,protein-coding,VALIDATED,VALIDATED,22630
92170,MTG1,10,protein-coding,VALIDATED,VALIDATED,28413
26164,MTG2,20,protein-coding,VALIDATED,VALIDATED,20823
4522,MTHFD1,14,protein-coding,REVIEWED,REVIEWED,71967
25902,MTHFD1L,6,protein-coding,REVIEWED,REVIEWED,236209
10797,MTHFD2,2,protein-coding,REVIEWED,REVIEWED,16736
441024,MTHFD2L,4,protein-coding,VALIDATED,VALIDATED,179827
4524,MTHFR,1,protein-coding,REVIEWED,REVIEWED,20374
10588,MTHFS,15,protein-coding,REVIEWED,REVIEWED,53739
64779,MTHFSD,16,protein-coding,VALIDATED,VALIDATED,25665
4528,MTIF2,2,protein-coding,REVIEWED,REVIEWED,33732
219402,MTIF3,13,protein-coding,REVIEWED,REVIEWED,15259
205251,MTLN,2,protein-coding,VALIDATED,VALIDATED,33895
4534,MTM1,X,protein-coding,REVIEWED,REVIEWED,110486
8776,MTMR1,X,protein-coding,REVIEWED,REVIEWED,72142
54893,MTMR10,15,protein-coding,VALIDATED,VALIDATED,71841
10903,MTMR11,1,protein-coding,VALIDATED,VALIDATED,9679
54545,MTMR12,5,protein-coding,REVIEWED,REVIEWED,86002
64419,MTMR14,3,protein-coding,REVIEWED,REVIEWED,52962
8898,MTMR2,11,protein-coding,REVIEWED,REVIEWED,91328
8897,MTMR3,22,protein-coding,REVIEWED,REVIEWED,147704
9110,MTMR4,17,protein-coding,VALIDATED,VALIDATED,28578
9107,MTMR6,13,protein-coding,VALIDATED,VALIDATED,41366
9108,MTMR7,8,protein-coding,REVIEWED,REVIEWED,117404
55613,MTMR8,X,protein-coding,REVIEWED,REVIEWED,127373
66036,MTMR9,8,protein-coding,REVIEWED,REVIEWED,43731
4543,MTNR1A,4,protein-coding,REVIEWED,REVIEWED,22799
4544,MTNR1B,11,protein-coding,REVIEWED,REVIEWED,16619
25821,MTO1,6,protein-coding,REVIEWED,REVIEWED,39726
2475,MTOR,1,protein-coding,REVIEWED,REVIEWED,166967
55149,MTPAP,10,protein-coding,REVIEWED,REVIEWED,39538
136319,MTPN,7,protein-coding,REVIEWED,REVIEWED,50702
4548,MTR,1,protein-coding,REVIEWED,REVIEWED,109678
23517,MTREX,5,protein-coding,VALIDATED,VALIDATED,117834
9617,MTRF1,13,protein-coding,REVIEWED,REVIEWED,95670
